timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,SampleCount,ErrorCount,IdleTime,Connect
2017/03/13 15:14:08,19880,Go to demo.hub3c.com A,200,OK,userGroup 1-2,text,true,,5073,183,999,999,https://demo.hub3c.com/,19880,1,0,0,1389
2017/03/13 15:14:08,19864,Go to demo.hub3c.com A,200,OK,userGroup 1-26,text,true,,5073,183,999,999,https://demo.hub3c.com/,19864,1,0,0,1383
2017/03/13 15:14:08,19845,Go to demo.hub3c.com A,200,OK,userGroup 1-61,text,true,,5073,183,999,999,https://demo.hub3c.com/,19844,1,0,0,1366
2017/03/13 15:14:08,19881,Go to demo.hub3c.com A,200,OK,userGroup 1-31,text,true,,5073,183,999,999,https://demo.hub3c.com/,19881,1,0,0,1400
2017/03/13 15:14:08,20903,Go to demo.hub3c.com A,200,OK,userGroup 1-33,text,true,,5073,183,999,999,https://demo.hub3c.com/,20903,1,0,0,1405
2017/03/13 15:14:08,22814,Go to demo.hub3c.com A,200,OK,userGroup 1-79,text,true,,5073,183,999,999,https://demo.hub3c.com/,22814,1,0,0,1397
2017/03/13 15:14:08,22851,Go to demo.hub3c.com A,200,OK,userGroup 1-66,text,true,,5073,183,999,999,https://demo.hub3c.com/,22851,1,0,0,1413
2017/03/13 15:14:08,22828,Go to demo.hub3c.com A,200,OK,userGroup 1-82,text,true,,5073,183,999,999,https://demo.hub3c.com/,22828,1,0,0,1372
2017/03/13 15:14:08,22907,Go to demo.hub3c.com A,200,OK,userGroup 1-43,text,true,,5073,183,999,999,https://demo.hub3c.com/,22907,1,0,0,1448
2017/03/13 15:14:08,22857,Go to demo.hub3c.com A,200,OK,userGroup 1-67,text,true,,5073,183,999,999,https://demo.hub3c.com/,22857,1,0,0,1399
2017/03/13 15:14:09,22863,Go to demo.hub3c.com A,200,OK,userGroup 1-251,text,true,,5073,183,999,999,https://demo.hub3c.com/,22863,1,0,0,759
2017/03/13 15:14:09,22651,Go to demo.hub3c.com A,200,OK,userGroup 1-266,text,true,,5073,183,999,999,https://demo.hub3c.com/,22651,1,0,0,533
2017/03/13 15:14:09,22650,Go to demo.hub3c.com A,200,OK,userGroup 1-263,text,true,,5073,183,999,999,https://demo.hub3c.com/,22650,1,0,0,524
2017/03/13 15:14:09,22646,Go to demo.hub3c.com A,200,OK,userGroup 1-265,text,true,,5073,183,999,999,https://demo.hub3c.com/,22646,1,0,0,534
